OrderID,OrderDate,ShipDate,CustomerID,ProductID,Quantity,Sales,Discount,Profit,Region
CA-2016-119823,06-04-2016,06-06-2016,KD-16270,OFF-PA-10000482,2,76,0.00,36,South
CA-2016-106075,18-09-2016,23-09-2016,HM-14980,OFF-BI-10004654,1,5,0.20,2,East
CA-2017-114440,14-09-2017,17-09-2017,TB-21520,OFF-PA-10004675,3,19,0.00,9,Central
US-2015-134026,26-04-2015,05-02-2015,JE-15745,FUR-CH-10000513,8,832,0.20,-114,South
US-2015-134026,26-04-2015,05-02-2015,JE-15745,FUR-FU-10003708,2,97,0.20,1,South
US-2015-134026,26-04-2015,05-02-2015,JE-15745,OFF-ST-10004123,1,73,0.20,-18,South
US-2017-118038,12-09-2017,12-11-2017,KB-16600,OFF-BI-10004182,3,1,0.80,-2,Central
US-2017-118038,12-09-2017,12-11-2017,KB-16600,FUR-FU-10000260,3,10,0.60,-6,Central
US-2017-118038,12-09-2017,12-11-2017,KB-16600,OFF-ST-10000615,3,27,0.20,3,Central
US-2014-147606,26-11-2014,12-01-2014,JE-15745,FUR-FU-10003194,5,19,0.60,-14,Central
CA-2016-127208,06-12-2016,15-06-2016,SC-20770,OFF-AP-10002118,1,208,0.00,56,South
CA-2016-127208,06-12-2016,15-06-2016,SC-20770,OFF-BI-10002309,3,17,0.00,8,South
CA-2014-139451,10-12-2014,16-10-2014,DN-13690,OFF-AR-10002053,5,15,0.00,4,West
CA-2014-139451,10-12-2014,16-10-2014,DN-13690,OFF-ST-10002370,1,21,0.00,6,West
CA-2015-149734,09-03-2015,09-08-2015,JC-16105,OFF-EN-10000927,7,201,0.20,63,South
US-2017-119662,13-11-2017,16-11-2017,CS-12400,OFF-ST-10003656,3,230,0.20,-49,Central
CA-2017-140088,28-05-2017,30-05-2017,PO-18865,FUR-CH-10000863,2,302,0.00,33,South
CA-2017-155558,26-10-2017,11-02-2017,PG-18895,TEC-AC-10001998,1,20,0.00,7,Central
CA-2017-155558,26-10-2017,11-02-2017,PG-18895,OFF-LA-10000134,2,6,0.00,3,Central
CA-2016-159695,04-05-2016,04-10-2016,GM-14455,OFF-ST-10003442,7,158,0.20,14,Central
CA-2016-109806,17-09-2016,22-09-2016,JS-15685,OFF-AR-10004930,3,20,0.00,7,West
CA-2016-109806,17-09-2016,22-09-2016,JS-15685,TEC-PH-10004093,2,74,0.20,8,West
CA-2016-109806,17-09-2016,22-09-2016,JS-15685,OFF-PA-10000304,1,6,0.00,3,West
CA-2015-149587,31-01-2015,02-05-2015,KB-16315,OFF-PA-10003177,2,13,0.00,6,Central
CA-2015-149587,31-01-2015,02-05-2015,KB-16315,FUR-FU-10003799,3,53,0.00,17,Central
CA-2015-149587,31-01-2015,02-05-2015,KB-16315,OFF-BI-10002852,2,33,0.00,16,Central
US-2017-109484,11-06-2017,11-12-2017,RB-19705,OFF-BI-10004738,1,6,0.70,-4,West
CA-2017-161018,11-09-2017,11-11-2017,PN-18775,FUR-FU-10000629,7,97,0.00,41,East
CA-2017-157833,17-06-2017,20-06-2017,KD-16345,OFF-BI-10001721,3,51,0.20,18,West
CA-2016-149223,09-06-2016,09-11-2016,ER-13855,OFF-AP-10000358,6,78,0.00,23,Central
CA-2016-158568,29-08-2016,09-02-2016,RB-19465,OFF-PA-10003256,7,65,0.20,23,Central
CA-2016-158568,29-08-2016,09-02-2016,RB-19465,TEC-AC-10001767,3,96,0.20,-11,Central
CA-2016-158568,29-08-2016,09-02-2016,RB-19465,OFF-BI-10002609,3,2,0.80,-3,Central
CA-2016-129903,12-01-2016,12-04-2016,GZ-14470,OFF-PA-10004040,4,24,0.00,12,Central
US-2015-156867,13-11-2015,17-11-2015,LC-16870,TEC-AC-10001552,6,239,0.20,-27,West
US-2015-156867,13-11-2015,17-11-2015,LC-16870,FUR-FU-10004006,3,102,0.20,-4,West
US-2015-156867,13-11-2015,17-11-2015,LC-16870,OFF-BI-10002794,3,37,0.70,-26,West
CA-2017-119004,23-11-2017,28-11-2017,JM-15250,TEC-AC-10003499,8,74,0.20,18,South
CA-2017-119004,23-11-2017,28-11-2017,JM-15250,TEC-PH-10002844,1,28,0.20,2,South
CA-2017-119004,23-11-2017,28-11-2017,JM-15250,OFF-AR-10000390,1,3,0.20,1,South
CA-2015-129476,15-10-2015,20-10-2015,PA-19060,TEC-AC-10000844,5,340,0.20,68,Central
CA-2017-146780,25-12-2017,30-12-2017,CV-12805,FUR-FU-10001934,2,42,0.00,11,East
CA-2016-128867,11-03-2016,11-10-2016,CL-12565,OFF-AR-10000380,2,76,0.00,23,Central
CA-2016-128867,11-03-2016,11-10-2016,CL-12565,OFF-BI-10003981,6,27,0.00,13,Central
CA-2014-115259,25-08-2014,27-08-2014,RC-19960,OFF-FA-10000621,14,40,0.20,15,East
CA-2014-115259,25-08-2014,27-08-2014,RC-19960,OFF-EN-10002600,2,5,0.20,2,East
CA-2014-115259,25-08-2014,27-08-2014,RC-19960,OFF-PA-10004965,3,24,0.20,7,East
CA-2014-115259,25-08-2014,27-08-2014,RC-19960,OFF-EN-10002504,6,130,0.20,44,East
CA-2015-110457,03-02-2015,03-06-2015,DK-13090,FUR-TA-10001768,3,788,0.00,165,West
US-2015-136476,04-05-2015,04-10-2015,GG-14650,OFF-BI-10003650,1,158,0.70,-116,South
CA-2016-103730,06-12-2016,15-06-2016,SC-20725,FUR-FU-10002157,3,47,0.00,18,East
CA-2016-103730,06-12-2016,15-06-2016,SC-20725,OFF-BI-10003910,4,31,0.00,14,East
CA-2016-103730,06-12-2016,15-06-2016,SC-20725,OFF-ST-10000777,6,227,0.00,63,East
CA-2016-103730,06-12-2016,15-06-2016,SC-20725,OFF-EN-10002500,9,115,0.00,52,East
CA-2016-103730,06-12-2016,15-06-2016,SC-20725,TEC-PH-10003875,7,68,0.00,20,East
US-2014-152030,26-12-2014,28-12-2014,AD-10180,FUR-CH-10004063,3,601,0.30,-9,Central
US-2014-134614,20-09-2014,25-09-2014,PF-19165,FUR-TA-10004534,6,618,0.50,-408,Central
US-2017-107272,11-05-2017,11-12-2017,TS-21610,OFF-BI-10003274,2,2,0.70,-2,West
US-2017-107272,11-05-2017,11-12-2017,TS-21610,OFF-ST-10002974,7,244,0.20,30,West
US-2016-125969,11-06-2016,11-10-2016,LS-16975,FUR-CH-10001146,2,81,0.20,-9,West
US-2016-125969,11-06-2016,11-10-2016,LS-16975,FUR-FU-10003773,3,239,0.00,26,West
US-2017-164147,02-02-2017,02-05-2017,DW-13585,TEC-PH-10002293,5,60,0.40,-12,East
US-2017-164147,02-02-2017,02-05-2017,DW-13585,OFF-PA-10002377,2,78,0.20,29,East
US-2017-164147,02-02-2017,02-05-2017,DW-13585,OFF-FA-10002780,9,21,0.20,7,East
CA-2016-145583,13-10-2016,19-10-2016,LC-16885,OFF-PA-10001804,3,20,0.00,10,West
CA-2016-145583,13-10-2016,19-10-2016,LC-16885,OFF-PA-10001736,1,35,0.00,17,West
CA-2016-145583,13-10-2016,19-10-2016,LC-16885,OFF-AR-10001149,4,12,0.00,3,West
CA-2016-145583,13-10-2016,19-10-2016,LC-16885,OFF-FA-10002988,2,4,0.00,2,West
CA-2016-145583,13-10-2016,19-10-2016,LC-16885,OFF-BI-10004781,3,76,0.20,27,West
CA-2016-145583,13-10-2016,19-10-2016,LC-16885,OFF-SU-10001218,6,66,0.00,18,West
CA-2016-145583,13-10-2016,19-10-2016,LC-16885,FUR-FU-10001706,14,43,0.00,21,West
CA-2016-110366,09-05-2016,09-07-2016,JD-15895,FUR-FU-10004848,2,83,0.20,10,East
CA-2017-106180,18-09-2017,23-09-2017,SH-19975,OFF-AR-10000940,3,9,0.00,2,West
CA-2017-106180,18-09-2017,23-09-2017,SH-19975,OFF-EN-10004030,3,11,0.00,5,West
CA-2017-106180,18-09-2017,23-09-2017,SH-19975,OFF-PA-10004327,3,144,0.00,69,West
CA-2017-155376,22-12-2017,27-12-2017,SG-20080,OFF-AP-10001058,3,839,0.00,218,Central
CA-2015-110744,09-07-2015,09-12-2015,HA-14920,OFF-ST-10003656,7,672,0.00,20,West
CA-2014-110072,22-10-2014,28-10-2014,MG-17680,FUR-FU-10000521,4,94,0.20,13,East
CA-2016-114489,12-05-2016,12-09-2016,JE-16165,TEC-PH-10000215,11,384,0.00,104,Central
CA-2016-114489,12-05-2016,12-09-2016,JE-16165,TEC-PH-10001448,3,150,0.00,6,Central
CA-2016-114489,12-05-2016,12-09-2016,JE-16165,FUR-CH-10000454,8,1952,0.00,586,Central
CA-2016-114489,12-05-2016,12-09-2016,JE-16165,OFF-BI-10002735,5,172,0.00,81,Central
CA-2016-158834,13-03-2016,16-03-2016,TW-21025,OFF-AP-10000326,5,158,0.20,18,West
CA-2016-158834,13-03-2016,16-03-2016,TW-21025,TEC-PH-10001254,2,203,0.20,15,West
CA-2015-124919,31-05-2015,06-02-2015,SP-20650,OFF-PA-10001950,7,58,0.00,26,West
CA-2015-124919,31-05-2015,06-02-2015,SP-20650,OFF-PA-10002254,4,106,0.00,49,West
CA-2015-124919,31-05-2015,06-02-2015,SP-20650,OFF-ST-10001590,6,81,0.00,21,West
CA-2015-118948,28-05-2015,06-03-2015,NK-18490,OFF-AR-10001547,3,7,0.00,2,West
CA-2014-104269,03-01-2014,03-06-2014,DB-13060,FUR-CH-10004063,2,458,0.20,51,West
CA-2016-114104,20-11-2016,24-11-2016,NP-18670,OFF-LA-10002475,2,15,0.00,7,Central
CA-2016-114104,20-11-2016,24-11-2016,NP-18670,TEC-PH-10004536,7,945,0.00,236,Central
CA-2016-162733,05-11-2016,05-12-2016,TT-21070,OFF-PA-10002751,1,6,0.00,3,West
CA-2015-119697,28-12-2015,31-12-2015,EM-13960,TEC-AC-10003657,2,54,0.20,1,East
CA-2016-154508,16-11-2016,20-11-2016,RD-19900,OFF-EN-10001990,5,28,0.00,13,West
CA-2016-113817,11-07-2016,11-11-2016,MJ-17740,OFF-BI-10004002,2,28,0.20,10,West
CA-2014-139892,09-08-2014,09-12-2014,BM-11140,OFF-AR-10004441,3,10,0.20,3,Central
CA-2014-139892,09-08-2014,09-12-2014,BM-11140,TEC-MA-10000822,8,8160,0.40,-1360,Central
CA-2014-139892,09-08-2014,09-12-2014,BM-11140,OFF-ST-10000991,3,276,0.20,-59,Central
CA-2014-139892,09-08-2014,09-12-2014,BM-11140,FUR-CH-10004287,9,1740,0.30,-25,Central
CA-2014-139892,09-08-2014,09-12-2014,BM-11140,OFF-AR-10002656,6,32,0.20,7,Central
CA-2014-139892,09-08-2014,09-12-2014,BM-11140,OFF-AP-10002518,5,178,0.80,-454,Central
CA-2014-139892,09-08-2014,09-12-2014,BM-11140,TEC-PH-10003931,3,144,0.20,9,Central
CA-2014-118962,08-05-2014,08-09-2014,CS-12130,OFF-PA-10000659,3,21,0.00,10,West
CA-2014-118962,08-05-2014,08-09-2014,CS-12130,OFF-PA-10001144,2,111,0.00,53,West
CA-2014-118962,08-05-2014,08-09-2014,CS-12130,FUR-CH-10003817,7,340,0.20,21,West
US-2014-100853,14-09-2014,19-09-2014,JB-15400,OFF-AP-10000891,2,52,0.80,-131,Central
US-2014-100853,14-09-2014,19-09-2014,JB-15400,OFF-LA-10003148,4,20,0.20,7,Central
US-2017-152366,21-04-2017,25-04-2017,SJ-20500,OFF-AP-10002684,4,97,0.80,-243,Central
US-2015-101511,21-11-2015,23-11-2015,JE-15745,FUR-CH-10004698,7,397,0.30,-11,East
US-2015-101511,21-11-2015,23-11-2015,JE-15745,OFF-SU-10002189,5,16,0.20,-4,East
CA-2015-137225,15-12-2015,19-12-2015,JK-15640,OFF-AR-10001940,1,3,0.00,1,East
CA-2014-166191,12-05-2014,12-09-2014,DK-13150,OFF-ST-10003455,2,25,0.20,2,Central
CA-2014-166191,12-05-2014,12-09-2014,DK-13150,TEC-AC-10004659,7,409,0.20,77,Central
CA-2014-158274,19-11-2014,24-11-2014,RM-19675,TEC-PH-10003273,4,504,0.00,131,South
CA-2014-158274,19-11-2014,24-11-2014,RM-19675,TEC-PH-10004896,5,150,0.00,42,South
CA-2014-158274,19-11-2014,24-11-2014,RM-19675,TEC-AC-10002345,2,29,0.00,7,South
CA-2016-105018,28-11-2016,12-02-2016,SK-19990,OFF-BI-10001890,2,7,0.00,3,East
CA-2014-123260,26-08-2014,30-08-2014,FM-14290,TEC-AC-10002323,8,177,0.00,23,West
CA-2016-157000,16-07-2016,22-07-2016,AM-10360,OFF-ST-10001328,3,37,0.20,4,Central
CA-2016-157000,16-07-2016,22-07-2016,AM-10360,OFF-PA-10001950,3,20,0.20,6,Central
CA-2015-102281,10-12-2015,14-10-2015,MP-17470,FUR-BO-10002613,4,899,0.20,112,East
CA-2015-102281,10-12-2015,14-10-2015,MP-17470,TEC-PH-10001552,6,72,0.00,20,East
CA-2015-102281,10-12-2015,14-10-2015,MP-17470,OFF-PA-10000061,8,52,0.00,25,East
CA-2015-102281,10-12-2015,14-10-2015,MP-17470,FUR-BO-10002545,3,626,0.20,47,East
CA-2015-102281,10-12-2015,14-10-2015,MP-17470,OFF-AR-10003514,5,20,0.00,7,East
CA-2015-131457,31-10-2015,11-06-2015,MZ-17515,OFF-EN-10001509,7,14,0.00,7,West
CA-2014-140004,21-03-2014,25-03-2014,CB-12025,OFF-AR-10004685,2,7,0.20,1,East
CA-2014-140004,21-03-2014,25-03-2014,CB-12025,OFF-AR-10004027,3,6,0.20,2,East
CA-2017-107720,11-06-2017,13-11-2017,VM-21685,OFF-ST-10001414,3,46,0.00,12,East
US-2017-124303,07-06-2017,13-07-2017,FH-14365,OFF-BI-10000343,2,3,0.70,-2,East
US-2017-124303,07-06-2017,13-07-2017,FH-14365,OFF-PA-10002749,3,16,0.20,6,East
CA-2017-105074,24-06-2017,29-06-2017,MB-17305,OFF-PA-10002666,3,22,0.20,7,East
CA-2014-133690,08-03-2014,08-05-2014,BS-11755,FUR-TA-10004289,2,219,0.50,-162,West
CA-2014-133690,08-03-2014,08-05-2014,BS-11755,OFF-AP-10003622,1,3,0.20,0,West
US-2017-116701,17-12-2017,21-12-2017,LC-17140,OFF-AP-10003217,2,66,0.80,-179,Central
CA-2017-126382,06-03-2017,06-07-2017,HK-14890,FUR-FU-10002960,7,35,0.20,10,South
CA-2017-108329,12-09-2017,14-12-2017,LE-16810,TEC-PH-10001918,4,445,0.20,44,West
CA-2017-135860,12-01-2017,12-07-2017,JH-15985,OFF-ST-10000642,4,84,0.00,6,Central
CA-2017-135860,12-01-2017,12-07-2017,JH-15985,TEC-PH-10001700,2,132,0.00,36,Central
CA-2017-135860,12-01-2017,12-07-2017,JH-15985,OFF-BI-10003274,4,16,0.00,7,Central
CA-2017-135860,12-01-2017,12-07-2017,JH-15985,OFF-FA-10000134,9,52,0.00,16,Central
CA-2017-135860,12-01-2017,12-07-2017,JH-15985,OFF-ST-10001522,1,92,0.00,4,Central
CA-2015-101007,02-09-2015,13-02-2015,MS-17980,TEC-AC-10001266,2,21,0.20,7,Central
CA-2015-146262,01-02-2015,01-09-2015,VW-21775,OFF-LA-10004544,2,24,0.20,9,East
CA-2015-146262,01-02-2015,01-09-2015,VW-21775,FUR-BO-10004695,5,452,0.50,-244,East
CA-2015-146262,01-02-2015,01-09-2015,VW-21775,TEC-PH-10002844,3,63,0.40,-15,East
CA-2015-146262,01-02-2015,01-09-2015,VW-21775,TEC-MA-10000864,9,1188,0.70,-950,East
CA-2015-146262,01-02-2015,01-09-2015,VW-21775,TEC-AC-10000109,2,90,0.20,4,East
CA-2016-130162,28-10-2016,11-01-2016,JH-15910,OFF-ST-10001328,6,93,0.00,26,West
CA-2016-130162,28-10-2016,11-01-2016,JH-15910,TEC-PH-10002563,3,302,0.20,23,West
CA-2015-169397,24-12-2015,27-12-2015,JB-15925,OFF-FA-10000585,2,6,0.20,2,East
CA-2015-169397,24-12-2015,27-12-2015,JB-15925,OFF-PA-10004000,6,23,0.20,8,East
CA-2015-169397,24-12-2015,27-12-2015,JB-15925,OFF-BI-10002852,4,20,0.70,-14,East
CA-2015-169397,24-12-2015,27-12-2015,JB-15925,FUR-FU-10000087,4,73,0.20,19,East
CA-2015-169397,24-12-2015,27-12-2015,JB-15925,TEC-MA-10001148,4,480,0.70,-384,East
CA-2015-169397,24-12-2015,27-12-2015,JB-15925,OFF-AR-10001958,2,27,0.20,3,East
CA-2015-163055,08-09-2015,16-08-2015,DS-13180,OFF-AR-10001026,1,2,0.00,1,Central
CA-2015-163055,08-09-2015,16-08-2015,DS-13180,FUR-TA-10003748,5,622,0.00,137,Central
CA-2015-163055,08-09-2015,16-08-2015,DS-13180,OFF-ST-10002485,1,22,0.00,0,Central
US-2015-145436,28-02-2015,03-04-2015,VD-21670,FUR-CH-10004860,2,162,0.20,-28,South
US-2015-145436,28-02-2015,03-04-2015,VD-21670,FUR-CH-10004477,8,390,0.20,44,South
US-2014-156216,13-09-2014,17-09-2014,EA-14035,OFF-BI-10001679,7,19,0.70,-12,South
US-2017-100930,04-07-2017,04-12-2017,CS-12400,FUR-TA-10001705,2,234,0.45,-102,South
US-2017-100930,04-07-2017,04-12-2017,CS-12400,FUR-TA-10003473,3,621,0.45,-248,South
US-2017-100930,04-07-2017,04-12-2017,CS-12400,OFF-BI-10001679,2,5,0.70,-4,South
US-2017-100930,04-07-2017,04-12-2017,CS-12400,FUR-FU-10004017,3,258,0.20,0,South
US-2017-100930,04-07-2017,04-12-2017,CS-12400,TEC-AC-10003832,3,618,0.20,-8,South
CA-2017-160514,11-12-2017,16-11-2017,DB-13120,OFF-PA-10002479,2,11,0.00,5,West
CA-2016-157749,06-04-2016,06-09-2016,KL-16645,OFF-PA-10003349,5,26,0.20,9,Central
CA-2016-157749,06-04-2016,06-09-2016,KL-16645,FUR-FU-10000576,5,420,0.60,-357,Central
CA-2016-157749,06-04-2016,06-09-2016,KL-16645,FUR-FU-10004351,3,12,0.60,-5,Central
CA-2016-157749,06-04-2016,06-09-2016,KL-16645,TEC-PH-10000011,2,32,0.20,11,Central
CA-2016-157749,06-04-2016,06-09-2016,KL-16645,FUR-TA-10002607,5,177,0.50,-121,Central
CA-2016-157749,06-04-2016,06-09-2016,KL-16645,FUR-FU-10002505,3,4,0.60,-3,Central
CA-2016-157749,06-04-2016,06-09-2016,KL-16645,OFF-AR-10004685,2,7,0.20,1,Central
CA-2014-131926,06-01-2014,06-06-2014,DW-13480,FUR-CH-10004063,7,2002,0.00,581,Central
CA-2014-131926,06-01-2014,06-06-2014,DW-13480,OFF-ST-10002276,2,167,0.00,42,Central
CA-2014-131926,06-01-2014,06-06-2014,DW-13480,OFF-PA-10004082,6,48,0.00,24,Central
CA-2014-131926,06-01-2014,06-06-2014,DW-13480,OFF-AP-10002945,5,1503,0.00,496,Central
CA-2014-131926,06-01-2014,06-06-2014,DW-13480,OFF-PA-10000061,4,26,0.00,12,Central
CA-2016-154739,12-10-2016,15-12-2016,LH-17155,FUR-CH-10002965,2,322,0.20,28,West
CA-2016-145625,09-11-2016,17-09-2016,KC-16540,OFF-PA-10004569,1,8,0.00,4,West
CA-2016-145625,09-11-2016,17-09-2016,KC-16540,TEC-AC-10003832,13,3347,0.00,636,West
CA-2016-146941,12-10-2016,13-12-2016,DL-13315,OFF-ST-10001228,6,81,0.00,23,East
CA-2016-146941,12-10-2016,13-12-2016,DL-13315,OFF-EN-10003296,4,362,0.00,163,East
US-2015-159982,28-11-2015,12-04-2015,DR-12880,FUR-FU-10002505,9,12,0.60,-8,Central
US-2015-159982,28-11-2015,12-04-2015,DR-12880,OFF-ST-10004804,2,82,0.20,-20,Central
US-2015-159982,28-11-2015,12-04-2015,DR-12880,OFF-ST-10001590,5,54,0.20,4,Central
US-2015-159982,28-11-2015,12-04-2015,DR-12880,TEC-PH-10001580,6,648,0.20,57,Central
CA-2017-163139,12-01-2017,12-03-2017,CC-12670,TEC-AC-10000290,3,20,0.00,7,East
CA-2017-163139,12-01-2017,12-03-2017,CC-12670,OFF-ST-10002790,3,222,0.00,7,East
CA-2017-163139,12-01-2017,12-03-2017,CC-12670,OFF-BI-10003460,5,18,0.20,6,East
US-2017-155299,06-08-2017,06-12-2017,Dl-13600,OFF-AP-10002203,2,2,0.80,-4,Central
US-2014-106992,19-09-2014,21-09-2014,SB-20290,TEC-MA-10000822,3,3060,0.40,-510,Central
US-2014-106992,19-09-2014,21-09-2014,SB-20290,TEC-MA-10003353,7,2520,0.40,-252,Central
CA-2016-125318,06-06-2016,13-06-2016,RC-19825,TEC-PH-10001433,4,328,0.20,29,Central
